Temperatura de Melting (Cº),Conteúdo GC (%)
84.991,51.59
86.366,53.26
85.451,55.14
86.693,53.99
86.739,54.65
85.816,52.28
82.543,47.14
83.793,47.46
78.750,40.56
82.265,44.19
85.889,52.25
84.995,54.50
84.713,49.51
85.254,50.68
85.727,51.90
83.958,48.09
83.945,48.65
82.985,48.84
84.414,49.08
85.493,52.36
84.441,49.91
82.615,45.78
85.338,50.93
83.053,46.67
85.911,52.53
84.949,49.84
85.111,50.18
82.138,45.01
80.589,43.84
84.323,50.23
83.212,47.97
85.593,53.65
85.806,52.22
84.892,50.72
84.854,51.79
84.746,51.82
80.250,47.86
84.902,49.70
85.806,53.79
82.622,50.00
84.327,49.80
85.493,53.67
85.308,52.06
84.180,50.13
84.838,52.61
84.398,49.81
82.316,46.35
84.497,51.08
82.394,47.45
84.504,54.17
84.832,51.58
85.097,51.00
83.837,49.85
83.241,49.10
86.089,53.16
83.006,48.18
85.793,52.97
85.127,51.27
86.031,55.45
83.456,47.86
80.957,41.72
80.628,44.62
86.276,53.16
85.464,50.73
84.208,49.68
85.433,53.33
84.091,51.04
84.467,51.11
86.280,55.30
83.603,47.30
84.155,48.46
84.334,52.97
86.809,55.50
82.606,49.25
86.997,54.58
87.094,56.34
87.409,55.54
86.615,54.15
83.211,50.23
85.956,52.76
84.722,51.36
84.448,49.61
86.308,52.80
86.720,54.22
85.967,53.55
85.761,52.90
82.912,51.19
84.992,51.13
85.740,51.86
87.025,54.44
86.316,55.96
86.787,54.89
87.035,54.88
79.007,41.67
87.049,54.93
86.735,54.45
86.826,54.95
85.277,51.37
85.984,52.64
85.903,52.83
85.207,51.33
84.435,49.10
86.684,54.08
86.616,54.09
83.635,47.49
86.835,54.51
85.026,52.10
85.521,53.06
86.372,54.63
87.788,57.36
87.525,55.66
84.838,50.80
86.458,53.15
85.296,51.57
85.482,53.23
86.067,53.01
85.051,49.86
86.443,53.30
87.864,56.91
86.699,54.86
84.223,49.69
88.010,56.89
82.668,48.68
87.145,54.78
85.280,54.85
83.922,47.78
87.277,56.16
87.007,55.70
85.528,52.43
86.437,53.45
87.195,54.96
86.047,52.09
86.912,54.14
83.094,48.75
82.937,46.50
88.719,59.28
85.343,50.86
87.074,54.85
86.713,54.81
86.550,54.27
85.187,53.21
87.001,54.71
82.837,45.77
83.678,47.03
84.023,47.45
85.564,50.90
87.081,54.95
85.995,52.39
86.954,54.41
86.474,53.18
86.693,54.26
84.696,50.34
85.141,50.31
87.335,55.63
84.375,49.81
86.627,54.22
85.742,52.59
85.234,50.77
85.258,52.15
77.749,32.68
86.992,54.58
84.592,50.79
87.208,56.05
88.359,58.36
86.360,53.78
87.238,55.86
86.406,53.38
84.868,50.33
87.399,56.58
86.671,54.69
87.736,56.65
87.227,55.77
86.501,53.78
86.660,56.25
82.512,45.27
83.297,49.44
86.730,54.35
86.470,54.04
86.341,53.45
87.073,55.90
86.504,53.51
86.108,53.77
81.422,44.81
84.239,50.56
87.185,56.30
88.575,58.30
84.201,52.03
85.080,51.05
85.239,51.79
87.442,55.96
85.510,51.43
82.450,46.03
83.244,45.89
86.325,53.94
85.141,50.85
84.416,52.33
83.090,49.21
86.795,55.50
87.321,55.58
85.956,54.80
88.195,57.54
85.914,54.14
86.537,54.79
88.535,58.17
87.594,57.44
89.213,60.34
88.072,59.14
87.405,56.56
87.060,55.04
87.269,56.63
86.553,53.59
88.320,58.41
89.127,60.55
88.846,60.00
87.397,56.38
86.502,55.72
81.355,41.77
84.172,49.58
81.010,43.62
85.108,50.18
86.848,54.34
82.941,48.52
84.605,49.48
81.506,43.89
80.617,42.75
86.504,53.78
87.870,56.47
88.732,59.27
79.825,37.15
78.664,34.33
83.854,47.39
87.149,55.28
86.570,53.67
82.936,47.62
83.638,48.51
85.618,51.36
88.411,58.96
87.052,54.63
86.728,54.69
86.591,53.81
83.988,50.00
86.665,54.03
84.996,51.88
79.074,35.66
82.674,45.50
80.096,39.36
84.655,49.37
85.448,50.73
85.951,52.68
85.578,51.35
84.763,50.91
87.687,57.53
85.841,52.35
84.087,48.38
82.539,45.14
79.632,39.53
81.005,42.94
82.989,46.25
77.464,32.95
82.947,48.39
86.632,54.06
86.438,52.92
81.593,42.39
80.992,40.73
86.814,54.32
84.514,48.71
86.762,54.06
83.653,47.76
85.687,51.95
86.160,53.06
87.331,55.63
86.500,53.28
85.817,52.60
87.552,56.56
86.805,54.24
85.728,51.75
85.985,52.05
86.819,54.56
87.409,55.43
87.440,55.44
81.128,46.03
84.738,49.17
81.942,47.92
86.152,52.56
82.289,53.70
83.105,45.36
87.534,56.42
87.350,56.00
88.501,58.91
87.322,55.88
85.701,51.49
85.298,50.47
84.960,51.22
83.956,47.63
81.658,42.65
83.159,46.86
85.479,51.21
84.655,49.93
84.877,50.89
84.871,51.47
86.960,54.33
87.811,57.73
85.749,52.10
84.783,50.21
81.216,43.99
82.764,49.30
78.529,38.97
87.377,55.41
87.145,55.59
82.640,47.33
83.622,46.89
80.608,41.10
80.222,40.94
86.902,54.50
85.069,50.11
82.233,43.50
83.906,47.15
86.642,54.06
84.472,48.77
83.626,47.15
86.294,52.78
86.048,52.55
85.902,53.80
85.842,52.57
86.872,54.46
87.029,54.59
84.255,48.85
83.773,47.28
85.231,50.66
82.212,45.99
86.980,54.65
85.299,50.69
85.251,50.69
87.673,56.21
87.603,56.25
85.622,52.55
88.984,59.03
76.863,31.82
86.060,52.68
84.531,51.24
86.574,53.50
86.017,52.57
85.107,51.36
82.629,49.05
84.192,50.41
79.187,36.94
85.446,50.37
87.178,55.07
86.419,54.05
87.235,55.50
86.248,54.64
86.089,53.16
87.683,56.76
84.857,51.28
83.904,51.19
84.148,49.77
86.417,53.27
87.867,56.98
85.947,52.60
83.276,46.02
85.792,52.14
86.746,54.30
79.450,36.88
85.413,51.34
86.508,53.87
84.917,50.05
78.933,35.24
79.636,37.01
76.982,30.67
76.818,30.79
77.216,31.25
83.592,47.12
84.172,48.09
83.592,46.74
86.613,53.91
85.554,52.92
86.402,53.95
78.519,40.48
84.588,53.16
83.703,47.68
86.451,53.56
86.231,54.68
85.627,52.60
85.898,53.12
87.590,57.04
86.387,53.82
83.676,47.27
85.918,53.24
86.260,52.82
84.139,48.88
84.925,53.26
86.786,53.96
86.979,55.71
87.956,56.82
84.942,50.29
86.719,54.23
87.103,55.03
86.786,54.09
85.918,51.79
84.875,49.60
84.006,47.63
84.268,51.11
85.966,53.01
85.871,54.40
84.967,51.42
83.082,50.51
86.216,55.56
84.895,51.97
87.380,58.33
88.552,58.48
86.514,54.35
78.685,37.99
77.423,36.04
79.753,39.22
83.841,47.50
83.771,47.11
80.394,39.90
78.870,35.23
80.575,39.23
82.189,42.60
78.114,34.82
84.698,49.02
81.903,43.46
77.265,33.33
80.573,40.63
79.719,37.47
77.775,35.20
82.719,44.37
81.272,40.53
75.880,30.23
83.050,48.33
80.823,42.06
79.125,36.82
78.639,36.18
79.894,37.36
78.459,35.75
78.646,36.47
77.112,33.06
75.512,28.54
78.361,34.01
77.976,33.46
78.841,38.52
77.677,33.03
75.921,28.75
77.050,31.67
76.329,31.75
75.722,31.96
80.529,41.40
81.314,41.10
79.258,36.51
81.909,52.78
81.301,45.89
84.504,49.13
83.463,46.76
81.050,43.54
86.105,52.70
80.629,41.81
81.832,45.06
85.247,52.32
87.008,54.61
86.366,53.23
87.195,55.30
88.054,57.29
87.849,58.04
78.819,35.05
76.849,33.02
78.211,34.99
78.680,35.47
82.766,47.77
87.665,56.25
84.284,59.60
77.111,43.33
87.590,56.37
85.549,52.81
84.192,50.41
84.670,51.72
83.742,48.67
85.971,52.21
86.423,53.21
82.043,43.18
86.122,52.68
85.940,52.07
85.532,52.02
86.259,52.83
83.709,48.72
82.905,46.86
85.605,55.17
86.794,54.40
85.335,50.99
81.675,42.77
84.962,50.43
84.507,50.88
87.239,54.99
86.881,54.75
86.826,54.59
86.533,53.63
82.581,51.77
86.191,55.66
86.602,53.67
87.692,56.48
72.993,36.00
85.365,50.78
83.652,46.71
85.951,52.38
85.733,52.08
85.608,52.13
85.711,52.91
86.620,53.89
85.080,51.05
77.491,31.22
72.737,28.15
85.558,52.07
85.919,52.84
87.485,56.45
86.929,55.00
85.373,51.10
82.383,43.77
83.880,47.43
84.596,48.52
82.497,44.94
86.605,53.61
86.306,53.10
86.260,55.00
87.069,54.95
86.245,53.47
86.432,53.31
84.924,51.12
85.514,52.87
85.025,54.17
84.888,50.25
84.895,51.97
84.139,48.88
86.958,54.44
84.182,49.77
84.623,50.76
87.353,55.99
86.298,53.03
84.970,49.77
85.648,51.26
83.136,47.38
85.640,51.39
86.241,53.31
86.012,52.86
85.876,52.47
85.082,50.45
84.648,49.02
84.353,49.21
84.170,48.45
83.381,48.67
85.354,50.69
81.799,53.54
86.827,54.22
83.351,49.62
86.846,54.84
87.688,56.24
88.831,59.16
88.051,57.83
86.645,53.86
84.063,51.06
81.100,42.22
86.572,53.46
86.568,53.67
86.041,52.53
84.382,51.21
80.096,49.02
85.198,50.48
79.279,40.64
84.687,49.37
86.156,53.01
85.846,52.17
86.643,54.00
86.352,53.46
86.785,54.76
86.816,55.26
86.897,54.73
86.360,53.32
86.152,52.96
86.015,52.40
86.136,53.44
86.518,53.61
85.626,51.54
86.237,52.78
86.986,54.89
86.487,53.67
85.970,53.04
87.329,55.97
86.033,52.02
85.439,53.89
83.753,51.96
86.707,54.67
87.068,55.79
86.511,54.07
87.133,55.93
88.401,57.88
84.006,47.95
83.755,47.58
85.844,52.37
77.384,32.93
77.205,31.45
77.037,33.67
85.114,50.68
85.646,53.21
85.391,51.38
87.182,55.01
85.486,52.17
85.222,51.53
86.374,53.57
85.364,51.44
86.758,54.67
87.669,56.81
87.535,55.75
86.596,54.41
86.358,53.94
86.313,53.08
85.606,52.12
87.214,56.44
85.058,49.91
81.726,45.56
86.576,55.23
85.469,51.74
86.516,54.28
84.419,50.10
85.751,51.67
85.856,52.85
88.141,57.73
87.287,55.16
86.317,53.15
86.954,55.77
86.270,52.96
85.385,52.20
83.909,48.67
84.931,50.94
81.878,45.93
84.166,48.23
83.720,47.85
81.627,41.65
83.040,45.55
86.052,52.03
85.355,51.82
85.506,52.66
86.349,53.20
87.808,56.74
86.798,54.57
86.441,53.40
86.542,53.45
84.264,48.95
82.236,43.53
83.159,45.50
81.473,42.03
82.883,44.73
86.134,52.67
86.594,53.51
84.221,48.52
84.097,48.17
86.318,53.22
86.254,53.47
87.151,55.63
87.334,56.08
85.911,52.80
84.567,50.00
85.086,50.63
86.224,54.79
87.045,55.31
79.200,36.24
81.157,40.98
81.900,47.03
81.065,44.44
87.023,55.27
85.581,52.36
87.139,55.59
87.272,54.97
86.029,53.00
83.024,45.36
84.891,49.46
85.794,52.10
87.274,55.42
84.511,50.56
83.087,45.23
84.138,50.79
87.055,55.52
87.444,55.95
87.040,54.83
85.317,51.25
84.715,49.63
86.212,53.95
85.892,52.44
85.601,52.30
86.916,54.59
85.359,51.65
84.361,49.90
85.641,51.94
86.520,54.00
85.143,50.61
84.251,48.81
85.870,52.73
84.362,49.50
83.755,48.75
82.640,47.33
81.415,43.12
85.856,52.74
87.440,56.18
86.821,54.27
85.197,50.95
82.292,47.50
82.085,43.86
80.559,40.00
85.130,51.85
86.475,53.94
86.040,52.48
85.115,51.60
88.004,57.78
85.712,51.95
88.035,56.98
82.764,49.30
88.783,58.54
74.381,28.27
79.567,40.14
85.421,52.05
84.601,51.89
86.965,54.87
88.708,58.57
85.828,52.41
87.586,55.89
86.613,54.30
85.785,52.91
86.693,54.26
86.161,53.70
87.281,55.08
83.906,50.16
86.396,52.96
86.953,55.18
86.336,55.85
86.112,53.17
85.183,50.17
87.500,55.58
85.607,51.56
86.310,53.43
86.767,54.91
87.692,56.48
87.312,55.99
85.906,52.11
86.394,53.47
85.627,51.48
85.650,52.34
83.897,49.72
85.411,51.14
85.073,49.86
85.438,51.52
83.500,46.55
84.628,49.38
82.627,44.55
86.345,53.33
86.020,54.69
85.160,51.65
85.047,51.98
85.418,51.77
85.384,52.41
82.466,46.17
86.319,52.54
86.864,53.86
81.319,42.79
87.128,55.29
88.288,58.63
84.646,54.23
87.559,56.88
87.837,57.86
87.407,55.54
84.051,49.27
86.078,53.23
87.452,56.15
88.134,58.48
83.756,48.05
82.893,48.35
86.097,53.62
85.670,53.52
86.928,54.61
87.589,56.26
88.350,58.14
87.535,55.97
85.659,53.38
84.906,50.11
85.651,51.37
87.357,55.71
86.257,52.79
80.157,37.77
86.608,54.42
87.735,56.03
87.330,55.45
86.517,54.49
86.293,53.17
81.795,43.50
81.992,46.59
86.857,54.14
87.215,55.73
80.008,42.34
85.931,56.08
85.081,53.55
81.841,45.79
81.189,43.88
85.192,51.79
83.460,47.51
85.539,52.62
84.272,49.61
82.786,45.83
77.201,36.56
80.020,40.54
81.011,45.45
81.301,44.11
87.475,57.45
86.344,55.16
86.898,56.09
88.296,59.91
87.163,59.65
85.839,55.02
86.711,57.39
88.134,58.76
87.648,56.22
88.541,58.43
87.373,55.73
87.113,56.75
88.108,57.69
87.338,56.01
87.657,58.66
87.529,58.10
87.542,57.40
86.201,56.91
87.536,56.02
86.498,56.01
87.747,58.28
88.872,59.06
87.733,56.59
88.800,59.38
87.020,55.93
87.160,57.08
87.797,56.97
84.691,50.45
85.121,50.66
82.243,44.64
80.537,44.12
84.472,49.91
85.617,51.13
81.211,46.45
83.534,50.41
80.313,40.22
82.810,49.75
83.445,46.88
86.109,53.26
82.692,45.86
84.476,50.74
85.415,51.55
84.483,49.05
85.696,52.12
83.794,50.55
86.700,54.07
85.693,51.45
87.814,60.91
86.639,54.93
88.000,57.99
86.911,54.27
83.934,49.39
84.783,49.32
85.376,50.97
87.009,55.02
85.837,51.98
86.393,53.75
77.706,32.01
85.384,52.41
85.508,51.66
87.291,55.12
84.989,52.30
85.488,52.22
87.218,55.35
79.895,42.38
85.782,53.29
78.512,34.56
86.301,53.37
83.258,49.79
85.892,52.44
86.437,53.39
87.215,55.56
86.149,52.85
75.242,28.61
84.470,49.44
84.938,51.80
84.401,50.98
87.641,55.90
87.790,58.10
85.226,53.90
82.902,44.68
84.363,51.23
85.251,52.26
87.581,56.22
87.557,56.00
78.021,32.95
87.159,55.03
83.617,49.52
87.834,56.56
86.179,52.75
86.362,54.50
87.768,57.59
87.855,57.26
87.757,56.50
85.059,52.34
85.421,52.09
86.361,53.27
84.497,49.57
86.866,54.14
87.449,55.83
86.995,54.48
87.061,55.23
82.697,47.83
86.201,52.57
86.836,55.23
88.093,57.78
86.795,54.82
85.628,52.34
87.394,56.16
87.557,56.51
87.969,57.07
88.258,57.51
85.997,55.15
88.982,60.34
87.691,58.45
88.619,60.04
89.702,61.57
89.211,61.09
89.306,61.13
88.395,58.75
89.762,61.78
89.977,63.25
89.500,62.69
89.737,62.26
89.805,62.31
86.783,54.57
88.534,59.19
84.551,50.68
82.326,46.13
85.718,51.32
87.700,57.00
85.108,50.10
86.752,54.41
85.970,53.21
85.046,49.88
86.834,54.41
81.085,41.08
86.326,52.80
84.827,49.94
86.241,52.95
83.475,46.17
86.689,55.08
86.851,54.28
85.929,52.20
84.478,49.44
85.194,50.25
82.259,47.62
80.039,41.39
77.435,34.68
76.400,35.06
84.206,47.89
85.732,51.65
84.232,47.72
84.857,49.59
81.812,42.04
86.098,53.82
86.844,54.24
84.106,50.44
86.024,52.46
84.695,49.13
83.363,47.59
85.704,51.71
83.281,48.98
86.503,53.43
86.420,55.93
82.799,45.06
86.169,53.06
84.554,50.09
83.384,54.76
81.022,47.62
85.246,53.46
85.999,53.75
85.140,50.44
85.719,54.17
83.723,48.99
86.198,53.61
87.628,56.11
85.769,52.15
84.045,47.53
87.605,55.75
86.513,53.97
86.541,53.94
85.986,53.66
86.400,53.51
88.109,57.40
85.028,51.73
87.079,55.01
87.770,56.44
86.275,53.42
83.317,48.87
86.530,53.71
87.411,55.87
86.269,53.33
82.461,48.99
86.609,53.89
83.745,48.83
87.227,54.95
87.237,56.15
79.363,38.31
85.007,50.79
83.400,46.97
81.424,43.36
84.329,49.30
86.203,53.01
87.059,54.80
84.034,51.09
83.264,48.48
85.936,52.93
84.956,50.53
85.912,52.39
86.274,53.00
84.168,50.98
85.780,53.55
87.498,56.99
87.908,57.54
87.089,55.90
81.954,46.01
85.276,52.78
84.529,51.75
84.286,52.63
84.107,49.56
82.006,43.91
82.534,45.83
85.661,51.70
86.767,55.24
86.873,55.56
85.902,52.09
85.914,53.09
87.174,55.59
86.367,53.77
86.832,56.69
85.037,49.74
87.077,55.74
79.300,36.42
85.570,52.61
80.113,43.00
85.181,50.37
86.190,53.83
86.507,53.40
87.253,54.84
84.537,51.46
83.579,50.40
86.090,55.56
84.960,51.22
85.070,50.47
87.372,55.62
88.097,57.77
85.639,51.81
85.166,50.65
87.214,55.31
85.683,52.90
86.864,54.47
83.737,49.10
84.633,50.75
86.613,53.53
86.410,53.20
87.067,54.92
86.386,53.69
86.302,52.65
85.114,52.45
83.963,49.13
86.311,53.53
81.848,50.37
82.998,47.22
86.365,54.06
84.489,49.83
84.070,49.45
77.568,31.58
85.657,51.84
84.152,49.88
84.408,50.00
79.827,37.43
87.335,55.15
86.028,54.28
87.184,55.16
86.938,54.86
86.623,54.11
86.527,53.56
86.960,55.00
83.672,46.41
85.564,54.13
86.499,54.05
79.739,39.42
83.960,50.15
83.894,48.93
85.458,52.28
80.740,39.56
82.476,44.44
84.713,50.98
84.450,49.15
84.765,49.88
79.868,40.45
80.231,38.50
79.714,37.85
80.224,38.11
80.956,39.52
84.857,48.87
85.318,50.23
86.100,51.96
86.524,52.93
85.173,50.02
86.367,57.32
84.075,48.01
82.634,44.35
81.815,42.96
81.749,43.12
83.223,46.73
85.199,51.73
84.643,50.60
82.452,44.49
84.534,48.35
84.188,49.34
85.465,52.58
84.824,49.94
86.370,53.27
86.760,54.35
88.215,57.70
86.180,53.58
80.580,39.71
83.450,48.35
87.473,56.10
85.738,53.46
85.748,52.63
83.528,47.94
84.993,49.25
86.697,54.20
82.545,44.48
79.194,35.42
85.293,54.31
87.205,55.99
86.354,53.39
85.909,52.20
86.840,54.50
84.159,48.53
87.208,55.27
83.488,52.73
82.230,43.65
82.434,43.81
86.096,55.26
81.716,41.71
85.255,50.48
84.967,49.45
77.675,35.44
78.078,33.04
86.613,54.23
83.150,50.49
87.731,56.25
79.760,38.49
86.762,54.05
85.816,51.91
83.666,47.10
85.653,51.81
85.862,51.66
84.514,50.30
85.111,50.95
87.131,56.48
85.037,51.69
85.469,51.75
82.565,44.77
82.788,45.43
85.884,52.72
83.031,49.37
87.220,55.62
87.361,57.73
85.153,52.13
86.114,53.54
86.710,53.96
84.846,50.66
83.073,51.85
86.614,54.10
86.987,55.43
87.289,56.02
86.704,54.74
87.269,55.48
86.800,54.41
85.788,52.64
80.089,41.67
87.932,56.90
87.613,56.66
88.166,57.63
85.410,51.01
81.936,48.81
87.190,55.10
87.088,54.75
85.442,54.21
86.703,55.56
87.159,56.17
86.098,53.10
83.826,48.73
86.814,55.22
86.847,54.39
84.864,49.59
85.074,50.91
84.583,49.78
84.490,51.54
75.533,29.13
78.717,34.87
83.064,44.75
81.693,42.35
85.605,51.19
86.565,53.65
87.671,56.54
84.769,51.26
85.866,53.33
87.262,58.05
86.548,54.83
86.398,53.68
87.684,57.01
85.664,53.02
85.818,52.72
82.014,44.78
81.900,45.03
85.989,52.92
78.217,34.96
80.849,39.31
79.993,37.39
79.558,36.60
73.479,27.18
76.812,33.33
80.662,43.72
87.907,57.76
87.309,58.49
85.979,52.66
83.761,49.70
81.995,47.76
85.486,52.17
92.521,69.15
83.398,50.68
83.900,50.33
87.600,56.88
86.472,53.98
85.564,54.13
83.795,47.13
83.241,45.99
83.910,47.07
86.776,54.71
89.795,64.71
87.546,57.02
84.810,54.05
87.195,56.58
89.321,61.13
89.572,62.30
86.388,56.44
86.496,55.56
88.533,60.77
86.342,57.58
87.953,57.12
88.076,58.69
88.439,60.09
87.781,58.50
83.263,50.00
88.671,58.60
87.125,57.01
88.403,58.92
81.095,47.17
85.957,51.98
81.965,44.44
84.467,51.11
84.333,50.36
77.721,31.40
84.995,53.48
85.140,51.79
88.051,58.10
82.557,44.48
87.249,56.68
87.384,60.56
83.963,49.13
77.162,35.71
83.381,48.67
80.947,43.92
87.923,57.58
85.588,54.74
82.994,48.55
77.736,37.20
86.220,54.62
86.314,53.60
82.935,44.30
83.343,49.45
82.012,44.52
85.263,50.77
84.252,47.91
83.689,47.05
